=== QL-v4 (phạt đói) START 17:25:57 ===
Train SOI (tho RBS co dinh): 500 ep, 1500 step/ep. Bang soi: 290 trang thai
ep    420 | eps 0.05 | catches/ep 10.50 | wolfStates 291 | rabbitStates 1233
ep    430 | eps 0.05 | catches/ep 12.70 | wolfStates 291 | rabbitStates 1233
ep    440 | eps 0.05 | catches/ep 11.00 | wolfStates 291 | rabbitStates 1233
ep    450 | eps 0.05 | catches/ep 11.30 | wolfStates 291 | rabbitStates 1233
ep    460 | eps 0.05 | catches/ep 10.00 | wolfStates 291 | rabbitStates 1233
ep    470 | eps 0.05 | catches/ep 10.80 | wolfStates 291 | rabbitStates 1233
ep    480 | eps 0.05 | catches/ep 11.20 | wolfStates 291 | rabbitStates 1233
ep    490 | eps 0.05 | catches/ep 12.20 | wolfStates 291 | rabbitStates 1233
ep    500 | eps 0.05 | catches/ep 13.50 | wolfStates 291 | rabbitStates 1233
Xong sau 2004.8s (catches/ep 11.02). Da luu /Volumes/DEV/OOP JAVA/PRJ/OOP-PRJ/qtables/wolf.qtable (291 trang thai)
Tinh chinh SOI vs tho RL dong bang (rabbit.qtable): 250 ep, 1500 step/ep. Bang soi: 291 trang thai
ep      5 | eps 0.29 | catches/ep 16.20 | wolfStates 291 | rabbitStates 1242
ep     10 | eps 0.29 | catches/ep 13.60 | wolfStates 291 | rabbitStates 1243
ep     15 | eps 0.28 | catches/ep 10.60 | wolfStates 291 | rabbitStates 1243
ep     20 | eps 0.27 | catches/ep 21.60 | wolfStates 291 | rabbitStates 1249
ep     25 | eps 0.26 | catches/ep 20.40 | wolfStates 291 | rabbitStates 1253
ep     30 | eps 0.26 | catches/ep 13.60 | wolfStates 291 | rabbitStates 1253
ep     35 | eps 0.25 | catches/ep 17.60 | wolfStates 291 | rabbitStates 1254
ep     40 | eps 0.24 | catches/ep 16.20 | wolfStates 291 | rabbitStates 1256
ep     45 | eps 0.23 | catches/ep 17.00 | wolfStates 291 | rabbitStates 1256
ep     50 | eps 0.23 | catches/ep 18.00 | wolfStates 291 | rabbitStates 1258
ep     55 | eps 0.22 | catches/ep 17.80 | wolfStates 291 | rabbitStates 1269
ep     60 | eps 0.21 | catches/ep 22.60 | wolfStates 291 | rabbitStates 1287
ep     65 | eps 0.20 | catches/ep 17.20 | wolfStates 291 | rabbitStates 1288
ep     70 | eps 0.20 | catches/ep 15.80 | wolfStates 291 | rabbitStates 1291
ep     75 | eps 0.19 | catches/ep 17.20 | wolfStates 291 | rabbitStates 1293
ep     80 | eps 0.18 | catches/ep 18.40 | wolfStates 291 | rabbitStates 1312
ep     85 | eps 0.17 | catches/ep 18.40 | wolfStates 291 | rabbitStates 1312
ep     90 | eps 0.17 | catches/ep 18.60 | wolfStates 291 | rabbitStates 1312
ep     95 | eps 0.16 | catches/ep 19.20 | wolfStates 291 | rabbitStates 1319
ep    100 | eps 0.15 | catches/ep 12.80 | wolfStates 291 | rabbitStates 1323
ep    105 | eps 0.14 | catches/ep 15.20 | wolfStates 291 | rabbitStates 1334
ep    110 | eps 0.14 | catches/ep 15.20 | wolfStates 291 | rabbitStates 1349
ep    115 | eps 0.13 | catches/ep 16.20 | wolfStates 291 | rabbitStates 1361
ep    120 | eps 0.12 | catches/ep 17.80 | wolfStates 291 | rabbitStates 1361
ep    125 | eps 0.11 | catches/ep 16.00 | wolfStates 292 | rabbitStates 1361
ep    130 | eps 0.11 | catches/ep 21.00 | wolfStates 292 | rabbitStates 1362
ep    135 | eps 0.10 | catches/ep 16.00 | wolfStates 292 | rabbitStates 1362
ep    140 | eps 0.09 | catches/ep 18.20 | wolfStates 292 | rabbitStates 1367
ep    145 | eps 0.08 | catches/ep 18.00 | wolfStates 292 | rabbitStates 1367
ep    150 | eps 0.08 | catches/ep 19.00 | wolfStates 292 | rabbitStates 1368
ep    155 | eps 0.07 | catches/ep 18.20 | wolfStates 292 | rabbitStates 1374
ep    160 | eps 0.06 | catches/ep 15.20 | wolfStates 292 | rabbitStates 1379
ep    165 | eps 0.05 | catches/ep 20.80 | wolfStates 292 | rabbitStates 1379
ep    170 | eps 0.05 | catches/ep 17.40 | wolfStates 292 | rabbitStates 1379
ep    175 | eps 0.05 | catches/ep 16.80 | wolfStates 292 | rabbitStates 1379
ep    180 | eps 0.05 | catches/ep 16.40 | wolfStates 292 | rabbitStates 1380
ep    185 | eps 0.05 | catches/ep 17.40 | wolfStates 292 | rabbitStates 1382
ep    190 | eps 0.05 | catches/ep 15.60 | wolfStates 292 | rabbitStates 1382
ep    195 | eps 0.05 | catches/ep 15.60 | wolfStates 292 | rabbitStates 1382
ep    200 | eps 0.05 | catches/ep 16.60 | wolfStates 292 | rabbitStates 1384
ep    205 | eps 0.05 | catches/ep 20.00 | wolfStates 292 | rabbitStates 1390
ep    210 | eps 0.05 | catches/ep 20.00 | wolfStates 292 | rabbitStates 1394
ep    215 | eps 0.05 | catches/ep 18.00 | wolfStates 292 | rabbitStates 1394
ep    220 | eps 0.05 | catches/ep 15.80 | wolfStates 292 | rabbitStates 1395
ep    225 | eps 0.05 | catches/ep 18.80 | wolfStates 292 | rabbitStates 1395
ep    230 | eps 0.05 | catches/ep 15.40 | wolfStates 292 | rabbitStates 1395
ep    235 | eps 0.05 | catches/ep 15.40 | wolfStates 292 | rabbitStates 1398
ep    240 | eps 0.05 | catches/ep 13.00 | wolfStates 292 | rabbitStates 1398
ep    245 | eps 0.05 | catches/ep 18.60 | wolfStates 292 | rabbitStates 1400
ep    250 | eps 0.05 | catches/ep 12.40 | wolfStates 292 | rabbitStates 1402
Xong sau 497.9s (catches/ep 17.06). Da luu /Volumes/DEV/OOP JAVA/PRJ/OOP-PRJ/qtables/wolf.qtable (292 trang thai)
=== QL-v4 DONE 18:07:40 rc=0 ===
